EX-DATA-76	A	COUVERTE	idem (semi-ouvert à droite) ; clic de barre « 10 500 € à 11 000 € : 6 offres » → `pricefrom=10500&priceto=10999` → 6 offres (journal P3-A)
EX-DATA-77	A	COUVERTE	sonde D4 `année, W = {1}` + BIN ; histogrammes observés (pas de 2 500 €, 20 000 km, 1 an)
EX-DATA-78	A	COUVERTE	sonde D4 `bins intérieurs vides conservés (EX-DATA-78)`
EX-DATA-79	A	COUVERTE	sondes D4 (débordements non émis si vides) et D7 `étiquettes fr-BE … bins de débordement en inégalité (EX-DATA-79)` ; observé « −∞ – 2001 · 9 offres »
EX-DATA-80	A	COUVERTE	sonde D4 `n = 1 : exactement un bin fermé … lowConfidence à n < 12`
EX-DATA-81	A	COUVERTE	sondes D4 `n = 0 : EMPTY`, patho `VOL-00`
EX-DATA-82	A	COUVERTE	sonde D4 `I8 (EX-DATA-82) : BIN(permutation(V)) = BIN(V) octet à octet`
EX-DATA-83	A	COUVERTE	sonde D4 `EX-DATA-83 : share = count / n arrondi à 4 décimales, Σ count = n`
EX-DATA-83bis	A	PARTIELLE	`graphs-model.test › GROUPSTAT / NTILE (EX-DATA-83bis/83ter)` vert ; G9/G12/G13/G15 observés (Professionnel 701 · 64 % · 26 750 €) — calcul sur le thread principal, pas dans le worker	source unique non tenue au sens strict (protocole worker)	dette motivée D-17 (DR-034)
EX-DATA-83ter	A	PARTIELLE	même test unitaire ; G10 observé (tranches) — hors worker	idem	dette motivée D-17
EX-DATA-83quater	A	PARTIELLE	G14 « Prix médian par puissance » observé (paliers 20 kW, `graphs-model.ts`) — hors worker	idem	dette motivée D-17
EX-DATA-83quinquies	A	PARTIELLE	`graphs-model.ts` l.53-68 (base 100 = année la plus récente, `annualLossPct`) ; G6 observé avec son message d'ineffectif exact — hors worker	idem	dette motivée D-17
EX-DATA-84	A	COUVERTE	`outliers.groundtruth.test` (M1/M2 vs vérité terrain D3), sonde D4 `EX-DATA-84..97`
EX-DATA-85	A	PARTIELLE	4 codes émis ; `INSUFFICIENT_DATA`/`INSUFFICIENT_SPREAD` jamais émis par annonce (sonde `R-D4-05` en `it.fails`)	vocabulaire à 6 codes non honoré	dette motivée D-45 (DR-114)
EX-DATA-86	A	COUVERTE	sondes D4 `thresholds-m1m2 › choix de cellule M2 (C₂/C₃)`, D6 `effectif-seuils › n = 12`, patho `R-PATHO-08` (corrigée)
EX-DATA-87	A	COUVERTE	`cellLevel`/`cellSize` publiés (DR-030 corrigé) ; observé infobulle G8 « écart calculé sur : Opel Corsa · n = 1089 · score : écart au prix attendu (M2) »
EX-DATA-88	A	COUVERTE	`outliers.groundtruth.test` (M1 : 282 M1 retrouvés, 0 hors gabarit) ; sonde D4 `thresholds-m1m2`
EX-DATA-89	A	COUVERTE	sonde patho `VAL-VARIANCE-0 — AUCUN faux positif (EX-DATA-89/92)`
EX-DATA-90	A	COUVERTE	`src/engine/outliers.ts` (ridge + Cholesky, deux passes) ; `outliers.groundtruth.test` (M2 100 % en cellules éligibles) ; sonde D4 `EX-DATA-86/90`
EX-DATA-91	A	COUVERTE	`outliers.ts` l.242-259 : régresseur retiré sur égalité exacte, `INSUFFICIENT_SPREAD` si les deux tombent ; sonde patho `VAL-VARIANCE-0`
EX-DATA-92	A	COUVERTE	sonde D4 `Couverture des verdicts (EX-DATA-92/94)` ; `outliers.ts` (MAD × 1,4826, seuil 2,5)
EX-DATA-93	A	COUVERTE	`outliers.ts` l.309-315 (passe 2 sur `|z| < 3,5`, recalcul sur F complet) ; `outliers.groundtruth.test`
EX-DATA-93bis	A	NON COUVERTE	`grep -rn "rSquared\|R²" src/engine src/screens/distribution` = 0	`R²` jamais calculé ni publié	écart non consigné (FV-10)
EX-DATA-94	A	COUVERTE	sonde patho `R-PATHO-16 — EX-DATA-94` (corrigée) ; G8 observé trié par écart décroissant (−79,1 %, −77,9 %, …)
EX-DATA-95	A	COUVERTE	invariant I6 (`outlierEvaluatedCount + outlierNotEvaluatedCount = priceQuotedCount`, sondes D4)	point d'instruction D-51 (seuil de Σ ≠ seuils par cellule) versé au dossier, pas un défaut	—
EX-DATA-96	A	COUVERTE	sonde D4 `EX-DATA-84..97 — … contrôle M3` (tableau 2×2 sur E)
EX-DATA-97	A	COUVERTE	sondes D4 `EX-DATA-97 — les quatre indicateurs M3 … ≥ 3 cellules d'effectif > 200` (revue + unitaire)
EX-DATA-98	A	COUVERTE	`scatter-model.test › buildScatterPoints (EX-DATA-98)`
EX-DATA-99	A	COUVERTE	sondes D4 `EX-DATA-99 — éligibilité …`, `R-D4-02` (ventilation, corrigée), D7 `nuage-g4 › ventilation … somment à N`
EX-DATA-100	A	COUVERTE	sonde D7 `EX-DATA-100 : K = 5 000 jamais dépassé sur 20 000 éligibles`
EX-DATA-100bis	A	COUVERTE	sonde D7 `trois permutations … même échantillon octet à octet` ; `D-06` (aucune graine)
EX-DATA-101	A	COUVERTE	sondes D7 `pas régulier sur listingId (ré-implémentation indépendante)`, `|A| ≥ K`
EX-DATA-102	A	COUVERTE	sondes D4 `EX-DATA-102 / I7 — grille de densité`, `invariants-mutation › I7` (D-25)
EX-DATA-102bis	A	COUVERTE	`graphs-model.test › G7 — densité prix × km (EX-DATA-102bis)` ; G7 observé (message d'ineffectif exact sous 40)
EX-DATA-103	A	COUVERTE	sonde D7 `R-D7-15` (corrigée : mention avec mode, sans graine)
EX-DATA-104	A	COUVERTE	sondes D4 `EX-DATA-104 — I1..I8`, `invariants.integration`, D3 `EX-DATA-104 (I1)`
EX-DATA-105	A	COUVERTE	sonde D2 `open-points › O16 : 14 entités typées`
EX-DATA-106	A	COUVERTE	`DataProvider.ts` l.164-185 : `announcedListingCount`, `duplicateValueConflictCount`, `unknownCountByField`, `versionStrippedRate`, `ingestFlagCounts` ; `SyntheticDataProvider.ts` l.237-253 les renseigne
EX-DATA-107	A	COUVERTE	bandeau « Données synthétiques de démonstration » observé sur A, B, D, /mentions et pied de page ; sondes D8 `fallback › EX-DATA-107`, `shell-static › R-D8-08`, D3 `contract-labeling`		dette D-18 (provider réel non câblé) sans effet sur l'exigence
EX-DATA-108	A	COUVERTE	sondes D2 `selection-codec › FULL:EMPTY`, `R-D2-05 (tri par identifiant)` ; `hash=1dcd2e7b7780b20b:35a0c206ac32bfef` (sonde D8 parcours)
EX-DATA-109	A	COUVERTE	baseline précalculée (`fetchBaselineAggregates = 0 ms`, sonde D8 `EX-NFR-9`), LRU 32 (sonde D4 `lru-cache`), agrégats filtrés à la volée (sonde D4 `EX-DATA-109`)
EX-DATA-110	A	PARTIELLE	budgets mesurés à N = 10⁵ (`npm run test:perf` : recalcul complet p95 165,5 ms, facettes p95 21,8 ms) ; N = 10⁶ non mesuré (hypothèse E4)	table de coûts à 10⁶ non mesurée (le budget opposable est EX-NFR-5, tenu)	—
EX-DATA-110bis	A	COUVERTE	sonde D4 `EX-DATA-110bis — facettes en UN balayage` (p95 21,8 ms)
EX-DATA-111	A	COUVERTE	sondes D4 `quantiles exacts type 7`, D3 `bornes du dictionnaire`, patho `VAL-KM-0-ET-1M`
EX-DATA-112	A	COUVERTE	sonde D4 `EX-DATA-112 / EX-DATA-115 / ARB-55 — mémoire mesurée à N = 100 000 … ≈ 225 Mo à 10⁶ (dont index ≈ 23 Mo)` sous l'enveloppe 274 Mo (extrapolation E4)
EX-DATA-113	A	COUVERTE	recalcul élagué modèle 0,10 ms, marque 54,1 ms p95 (`test:perf`) : la borne basse découle de la borne haute
EX-DATA-114	A	COUVERTE	clés `(snapshotId, selectionHash, …)` : sonde D4 `lru-cache › clé jamais partagée entre deux jeux` ; types `entities.ts`
EX-DATA-115	A	PARTIELLE	sonde D4 `EX-DATA-115/116 — IDX_MAKE / IDX_MODEL` verte ; sonde `les bitsets énumérés sont construits — DETTE : aucun chemin de calcul ne les consulte`	bitsets construits mais inutilisés	écart consigné dans la sonde D4 (dette de revue), non repris au §4 de REMEDIATION
EX-DATA-115bis	A	PARTIELLE	sonde D2 `R-D2-17` verte (index `modelsByBodyType` + `bodyTypeIndexAvailable`) ; `bodyTypes = []` sur 4 955 modèles (O15)	index disponible et vide, donnée à fournir	point ouvert O15 (externe)
EX-DATA-116	A	COUVERTE	sondes D4 `équivalence élagage / balayage complet (20 sélections)` (D-34 corrigée), `recalc.perf › élagage (facteur 12 500×)`
EX-DATA-117	A	COUVERTE	tris observés (cartes par effectif, zones par effectif, G8 par score) ; `sort.test`, sonde D7 `EX-DATA-118`
EX-DATA-118	A	COUVERTE	sondes D7 `l'échantillon est rendu trié par listingId croissant (ordre total)`, `scatter-sample.test`
EX-DATA-119	A	COUVERTE	sondes D2 `dictionary-fields › disposition physique (8 champs)`, `19 colonnes … 2 champs de bits` ; `Int32Array` `makeId`, `Uint32Array` `ingestFlags` (D-01/D-02)
EX-DATA-120	A	COUVERTE	sondes D2 `sentinelles typées`, D7 `EX-DATA-120 : une sentinelle du batch est décodée en —`, `validation.test`
EX-DATA-121	A	COUVERTE	sonde D2 `EX-DATA-121 : les 5 champs textuels sont hors du chemin chaud`
EX-DATA-122	A	COUVERTE	sondes D2 `garantie R3 structurelle du schéma colonnaire`, `provider-contract`
EX-DATA-123	A	COUVERTE	`grep -ciE "contact|message|transaction" src/types/entities.ts` = 0
EX-DATA-123bis	A	COUVERTE	sondes D6 `EX-DATA-123bis — colonnes normatives de l'export Agrégats mode 1`, D7 `ecran-d › export CSV`, `csv.test` (3 lignes de métadonnées, nom de fichier)
EX-DATA-124	A	COUVERTE	exigence documentaire (décisions à contester en 2.2) : contestées et arbitrées (`REQ-STRESSTEST.md`, ARB-15/17/19)
EX-DATA-125	A	COUVERTE	documentaire ; les trois décisions sont implémentées (seuil 12 : `effectifTier` ; K = 5 000 ; axe `firstRegistrationYear`)
EX-DATA-126	A	PARTIELLE	les deux dettes annoncées « à solder avant le gel v1.0 » restent ouvertes : table postale `[EXTRAPOLÉ]` (DR-112), table carburant non relevée (EX-DATA-10)	obligation de solde non tenue	dette motivée DR-112 (E5) ; EX-DATA-10 non consignée (FV-20)
EX-DATA-127	A	COUVERTE	documentaire ; aucun des trois champs `[À CONFIRMER]` n'est clé d'agrégation (`grep offerType\|vehicleType\|publicationState src/engine` = 0 clé de groupe)
